clip_id,feature_path,label,method,speaker_id,t_mouth,t_w2v,t_prosody,status
FufWLL1IIrQ_clip0076_t00474_flat140hz_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0076_t00474_flat140hz_crf35.pt,1,pitch_flatten,427,88,182,361,ok
Xigg3vUV2Gw_clip0027_t00243_flat216hz_crf35,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0027_t00243_flat216hz_crf35.pt,1,pitch_flatten,430,51,108,214,ok
AJ7t8LnesSA_clip0005_t00077_flat220hz_crf23,archive/pilot_v1/04_features_pilot\AJ7t8LnesSA_clip0005_t00077_flat220hz_crf23.pt,1,pitch_flatten,436,129,262,521,ok
AJ7t8LnesSA_clip0007_t00211_flat219hz_crf35,archive/pilot_v1/04_features_pilot\AJ7t8LnesSA_clip0007_t00211_flat219hz_crf35.pt,1,pitch_flatten,436,229,466,931,ok
RoXXg62YfpM_clip0013_t00114_flat119hz_crf40,archive/pilot_v1/04_features_pilot\RoXXg62YfpM_clip0013_t00114_flat119hz_crf40.pt,1,pitch_flatten,438,88,172,342,ok
7629321559143894293_clip0000_t00004_flat334hz_crf23,archive/pilot_v1/04_features_pilot\7629321559143894293_clip0000_t00004_flat334hz_crf23.pt,1,pitch_flatten,440,51,108,214,ok
gHsxuixSqz0_clip0058_t00639_flat151hz_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0058_t00639_flat151hz_crf30.pt,1,pitch_flatten,441,61,127,253,ok
gHsxuixSqz0_clip0059_t00660_flat143hz_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0059_t00660_flat143hz_crf23.pt,1,pitch_flatten,441,49,102,201,ok
8cirZ7Q19mg_clip0009_t00193_flat192hz_crf40,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0009_t00193_flat192hz_crf40.pt,1,pitch_flatten,450,73,153,304,ok
8cirZ7Q19mg_clip0014_t00221_flat205hz_crf23,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0014_t00221_flat205hz_crf23.pt,1,pitch_flatten,450,61,127,253,ok
8cirZ7Q19mg_clip0017_t00231_flat203hz_crf30,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0017_t00231_flat203hz_crf30.pt,1,pitch_flatten,450,49,102,201,ok
8cirZ7Q19mg_clip0029_t00294_flat203hz_crf23,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0029_t00294_flat203hz_crf23.pt,1,pitch_flatten,450,69,137,272,ok
ijoyJhqD740_clip0022_t00357_flat191hz_crf30,archive/pilot_v1/04_features_pilot\ijoyJhqD740_clip0022_t00357_flat191hz_crf30.pt,1,pitch_flatten,451,52,102,201,ok
9fvi4IXr6rQ_clip0068_t00622_flat229hz_crf40,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0068_t00622_flat229hz_crf40.pt,1,pitch_flatten,453,105,207,413,ok
0-fu0N-npmg_clip0047_t00668_flat215hz_crf23,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0047_t00668_flat215hz_crf23.pt,1,pitch_flatten,457,125,249,496,ok
usfv-YmWPBs_clip0062_t00996_flat106hz_crf30,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0062_t00996_flat106hz_crf30.pt,1,pitch_flatten,458,65,130,259,ok
qh78i88JEiU_clip0011_t00145_flat145hz_crf35,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0011_t00145_flat145hz_crf35.pt,1,pitch_flatten,459,73,153,304,ok
qh78i88JEiU_clip0013_t00153_flat152hz_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0013_t00153_flat152hz_crf30.pt,1,pitch_flatten,459,120,239,476,ok
XwMwDTPAyAo_clip0007_t00077_flat201hz_crf35,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0007_t00077_flat201hz_crf35.pt,1,pitch_flatten,465,133,271,541,ok
XwMwDTPAyAo_clip0009_t00098_flat179hz_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0009_t00098_flat179hz_crf30.pt,1,pitch_flatten,465,109,217,432,ok
XwMwDTPAyAo_clip0019_t00345_flat212hz_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0019_t00345_flat212hz_crf30.pt,1,pitch_flatten,465,125,249,496,ok
XwMwDTPAyAo_clip0025_t00424_flat224hz_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0025_t00424_flat224hz_crf30.pt,1,pitch_flatten,465,189,380,758,ok
XwMwDTPAyAo_clip0026_t00432_flat186hz_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0026_t00432_flat186hz_crf30.pt,1,pitch_flatten,465,81,169,336,ok
XwMwDTPAyAo_clip0041_t00643_flat206hz_crf23,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0041_t00643_flat206hz_crf23.pt,1,pitch_flatten,465,85,175,349,ok
I-uqcg6HtaQ_clip0011_t00129_flat215hz_crf35,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0011_t00129_flat215hz_crf35.pt,1,pitch_flatten,466,137,281,560,ok
I-uqcg6HtaQ_clip0026_t00208_flat210hz_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0026_t00208_flat210hz_crf40.pt,1,pitch_flatten,466,221,444,886,ok
I-uqcg6HtaQ_clip0030_t00271_flat216hz_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0030_t00271_flat216hz_crf40.pt,1,pitch_flatten,466,125,249,496,ok
I-uqcg6HtaQ_clip0054_t00545_flat198hz_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0054_t00545_flat198hz_crf40.pt,1,pitch_flatten,466,133,271,541,ok
I-uqcg6HtaQ_clip0058_t00636_flat221hz_crf35,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0058_t00636_flat221hz_crf35.pt,1,pitch_flatten,466,53,111,221,ok
I-uqcg6HtaQ_clip0060_t00701_flat210hz_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0060_t00701_flat210hz_crf23.pt,1,pitch_flatten,466,89,182,361,ok
UnodrLYWJYI_clip0033_t00368_flat205hz_crf30,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0033_t00368_flat205hz_crf30.pt,1,pitch_flatten,466,171,345,688,ok
FufWLL1IIrQ_clip0037_t00218_flat142hz_crf40,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0037_t00218_flat142hz_crf40.pt,1,pitch_flatten,467,115,226,451,ok
FufWLL1IIrQ_clip0039_t00230_flat143hz_crf40,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0039_t00230_flat143hz_crf40.pt,1,pitch_flatten,467,71,146,291,ok
0rNleOYzisw_clip0072_t01119_flat226hz_crf30,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0072_t01119_flat226hz_crf30.pt,1,pitch_flatten,471,291,585,1168,ok
7644036312223223058_clip0005_t00031_flat231hz_crf40,archive/pilot_v1/04_features_pilot\7644036312223223058_clip0005_t00031_flat231hz_crf40.pt,1,pitch_flatten,475,189,377,752,ok
wKaFsRX95YY_clip0022_t00239_flat248hz_crf23,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0022_t00239_flat248hz_crf23.pt,1,pitch_flatten,478,65,127,253,ok
7636689448880721173_clip0007_t00045_flat149hz_crf23,archive/pilot_v1/04_features_pilot\7636689448880721173_clip0007_t00045_flat149hz_crf23.pt,1,pitch_flatten,482,67,130,259,ok
0-fu0N-npmg_clip0013_t00170_flat125hz_crf23,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0013_t00170_flat125hz_crf23.pt,1,pitch_flatten,483,49,105,208,ok
I-uqcg6HtaQ_clip0028_t00244_flat205hz_crf30,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0028_t00244_flat205hz_crf30.pt,1,pitch_flatten,485,125,249,496,ok
y3vBfCdY2tQ_clip0029_t00288_flat257hz_crf40,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0029_t00288_flat257hz_crf40.pt,1,pitch_flatten,486,192,383,765,ok
y3vBfCdY2tQ_clip0030_t00296_flat254hz_crf23,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0030_t00296_flat254hz_crf23.pt,1,pitch_flatten,486,97,194,387,ok
7URysGbqZ1w_clip0005_t00026_flat158hz_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0005_t00026_flat158hz_crf23.pt,1,pitch_flatten,495,88,172,342,ok
7URysGbqZ1w_clip0013_t00085_flat150hz_crf35,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0013_t00085_flat150hz_crf35.pt,1,pitch_flatten,495,71,143,285,ok
7URysGbqZ1w_clip0018_t00112_flat153hz_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0018_t00112_flat153hz_crf23.pt,1,pitch_flatten,495,82,162,323,ok
7URysGbqZ1w_clip0034_t00199_flat220hz_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0034_t00199_flat220hz_crf40.pt,1,pitch_flatten,495,91,182,361,ok
7URysGbqZ1w_clip0047_t00271_flat161hz_crf35,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0047_t00271_flat161hz_crf35.pt,1,pitch_flatten,495,144,297,592,ok
7URysGbqZ1w_clip0053_t00309_flat161hz_crf30,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0053_t00309_flat161hz_crf30.pt,1,pitch_flatten,495,64,130,259,ok
7URysGbqZ1w_clip0079_t00467_flat131hz_crf35,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0079_t00467_flat131hz_crf35.pt,1,pitch_flatten,495,65,127,253,ok
mHTLamr-Zqk_clip0037_t00383_flat180hz_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0037_t00383_flat180hz_crf30.pt,1,pitch_flatten,505,64,127,253,ok
CklYiLA4DZc_clip0018_t00335_flat168hz_crf40,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0018_t00335_flat168hz_crf40.pt,1,pitch_flatten,506,93,194,387,ok
7630694439006080277_clip0000_t00018_flat197hz_crf40,archive/pilot_v1/04_features_pilot\7630694439006080277_clip0000_t00018_flat197hz_crf40.pt,1,pitch_flatten,507,80,166,329,ok
MpVfVbPdmis_clip0063_t00770_flat202hz_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0063_t00770_flat202hz_crf40.pt,1,pitch_flatten,513,53,108,214,ok
MpVfVbPdmis_clip0064_t00772_flat218hz_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0064_t00772_flat218hz_crf30.pt,1,pitch_flatten,513,69,143,285,ok
MpVfVbPdmis_clip0065_t00775_flat214hz_crf35,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0065_t00775_flat214hz_crf35.pt,1,pitch_flatten,513,120,239,476,ok
9fvi4IXr6rQ_clip0067_t00615_flat215hz_crf35,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0067_t00615_flat215hz_crf35.pt,1,pitch_flatten,514,168,335,669,ok
0PsGwmgAI-k_clip0031_t00700_flat137hz_crf35,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0031_t00700_flat137hz_crf35.pt,1,pitch_flatten,517,125,249,496,ok
0wOdyRpc0wc_clip0015_t00145_flat264hz_crf35,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0015_t00145_flat264hz_crf35.pt,1,pitch_flatten,520,131,268,534,ok
7604463316362104082_clip0002_t00011_flat144hz_crf23,archive/pilot_v1/04_features_pilot\7604463316362104082_clip0002_t00011_flat144hz_crf23.pt,1,pitch_flatten,525,125,249,496,ok
bhO764uZyDA_clip0069_t00403_flat197hz_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0069_t00403_flat197hz_crf23.pt,1,pitch_flatten,528,82,162,323,ok
F1JQOFSjVZg_clip0021_t00244_flat180hz_crf40,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0021_t00244_flat180hz_crf40.pt,1,pitch_flatten,539,61,127,253,ok
WsHg9aCVIw0_clip0025_t00235_flat203hz_crf35,archive/pilot_v1/04_features_pilot\WsHg9aCVIw0_clip0025_t00235_flat203hz_crf35.pt,1,pitch_flatten,544,89,182,361,ok
jInLQAiBlVQ_clip0011_t00276_flat218hz_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0011_t00276_flat218hz_crf35.pt,1,pitch_flatten,549,91,188,374,ok
7626359347529960724_clip0005_t00032_flat98hz_crf35,archive/pilot_v1/04_features_pilot\7626359347529960724_clip0005_t00032_flat98hz_crf35.pt,1,pitch_flatten,550,81,159,317,ok
3tEN20uif6g_clip0080_t01088_flat143hz_crf35,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0080_t01088_flat143hz_crf35.pt,1,pitch_flatten,557,129,262,521,ok
3tEN20uif6g_clip0084_t01110_flat160hz_crf23,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0084_t01110_flat160hz_crf23.pt,1,pitch_flatten,557,116,230,457,ok
hjEoiiSe0is_clip0043_t00609_flat213hz_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0043_t00609_flat213hz_crf30.pt,1,pitch_flatten,560,81,159,317,ok
hjEoiiSe0is_clip0044_t00613_flat228hz_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0044_t00613_flat228hz_crf30.pt,1,pitch_flatten,560,60,118,233,ok
hjEoiiSe0is_clip0045_t00615_flat247hz_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0045_t00615_flat247hz_crf30.pt,1,pitch_flatten,560,80,159,317,ok
0wOdyRpc0wc_clip0032_t00281_flat237hz_crf23,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0032_t00281_flat237hz_crf23.pt,1,pitch_flatten,579,125,249,496,ok
0-fu0N-npmg_clip0028_t00336_flat154hz_crf40,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0028_t00336_flat154hz_crf40.pt,1,pitch_flatten,580,97,201,400,ok
b9_oesdIz-M_clip0073_t00732_flat130hz_crf40,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0073_t00732_flat130hz_crf40.pt,1,pitch_flatten,590,160,319,637,ok
7624919664694398229_clip0000_t00045_flat261hz_crf23,archive/pilot_v1/04_features_pilot\7624919664694398229_clip0000_t00045_flat261hz_crf23.pt,1,pitch_flatten,597,64,127,253,ok
FufWLL1IIrQ_clip0057_t00370_flat144hz_crf40,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0057_t00370_flat144hz_crf40.pt,1,pitch_flatten,618,188,377,752,ok
FufWLL1IIrQ_clip0058_t00378_flat140hz_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0058_t00378_flat140hz_crf23.pt,1,pitch_flatten,618,128,258,515,ok
FufWLL1IIrQ_clip0061_t00396_flat150hz_crf40,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0061_t00396_flat150hz_crf40.pt,1,pitch_flatten,618,99,194,387,ok
FufWLL1IIrQ_clip0062_t00402_flat152hz_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0062_t00402_flat152hz_crf23.pt,1,pitch_flatten,618,81,169,336,ok
gHsxuixSqz0_clip0022_t00229_flat223hz_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0022_t00229_flat223hz_crf30.pt,1,pitch_flatten,624,125,249,496,ok
_UEZaDjz02I_clip0028_t00315_flat154hz_crf40,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0028_t00315_flat154hz_crf40.pt,1,pitch_flatten,628,64,137,272,ok
I-uqcg6HtaQ_clip0074_t00854_flat155hz_crf30,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0074_t00854_flat155hz_crf30.pt,1,pitch_flatten,629,97,194,387,ok
qh78i88JEiU_clip0036_t00416_flat249hz_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0036_t00416_flat249hz_crf40.pt,1,pitch_flatten,637,100,198,393,ok
qh78i88JEiU_clip0038_t00428_flat220hz_crf23,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0038_t00428_flat220hz_crf23.pt,1,pitch_flatten,637,157,319,637,ok
0-fu0N-npmg_clip0009_t00123_flat222hz_crf40,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0009_t00123_flat222hz_crf40.pt,1,pitch_flatten,652,84,166,329,ok
b9_oesdIz-M_clip0082_t00799_flat146hz_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0082_t00799_flat146hz_crf35.pt,1,pitch_flatten,666,52,102,201,ok
CHkaAtJLN3E_clip0048_t00758_flat161hz_crf23,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0048_t00758_flat161hz_crf23.pt,1,pitch_flatten,667,125,249,496,ok
t6uBz4HwSTg_clip0023_t00428_flat148hz_crf30,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0023_t00428_flat148hz_crf30.pt,1,pitch_flatten,674,60,118,233,ok
t6uBz4HwSTg_clip0025_t00433_flat117hz_crf23,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0025_t00433_flat117hz_crf23.pt,1,pitch_flatten,674,154,310,617,ok
wKaFsRX95YY_clip0038_t00468_flat134hz_crf23,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0038_t00468_flat134hz_crf23.pt,1,pitch_flatten,680,57,121,240,ok
usfv-YmWPBs_clip0074_t01146_flat127hz_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0074_t01146_flat127hz_crf35.pt,1,pitch_flatten,684,76,150,297,ok
usfv-YmWPBs_clip0076_t01158_flat130hz_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0076_t01158_flat130hz_crf35.pt,1,pitch_flatten,684,49,105,208,ok
Wv2KVSy4j3E_clip0059_t00544_flat111hz_crf35,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0059_t00544_flat111hz_crf35.pt,1,pitch_flatten,686,54,111,221,ok
MpVfVbPdmis_clip0089_t01026_flat154hz_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0089_t01026_flat154hz_crf30.pt,1,pitch_flatten,687,125,249,496,ok
jInLQAiBlVQ_clip0039_t00722_flat150hz_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0039_t00722_flat150hz_crf30.pt,1,pitch_flatten,689,61,127,253,ok
jInLQAiBlVQ_clip0042_t00742_flat136hz_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0042_t00742_flat136hz_crf35.pt,1,pitch_flatten,689,68,137,272,ok
7634057975606365461_clip0000_t00047_flat153hz_crf40,archive/pilot_v1/04_features_pilot\7634057975606365461_clip0000_t00047_flat153hz_crf40.pt,1,pitch_flatten,703,98,194,387,ok
0rNleOYzisw_clip0034_t00524_flat109hz_crf35,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0034_t00524_flat109hz_crf35.pt,1,pitch_flatten,704,105,217,432,ok
tFTh1jkOT9Q_clip0026_t00451_flat226hz_crf35,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0026_t00451_flat226hz_crf35.pt,1,pitch_flatten,722,61,124,246,ok
gHsxuixSqz0_clip0034_t00337_flat238hz_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0034_t00337_flat238hz_crf23.pt,1,pitch_flatten,723,125,249,496,ok
7644036486509153554_clip0003_t00050_flat105hz_crf40,archive/pilot_v1/04_features_pilot\7644036486509153554_clip0003_t00050_flat105hz_crf40.pt,1,pitch_flatten,726,173,351,701,ok
lq_tau31IE0_clip0031_t00642_flat196hz_crf40,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0031_t00642_flat196hz_crf40.pt,1,pitch_flatten,728,125,249,496,ok
Xigg3vUV2Gw_clip0046_t00688_flat217hz_crf35,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0046_t00688_flat217hz_crf35.pt,1,pitch_flatten,742,98,201,400,ok
gHsxuixSqz0_clip0080_t00844_flat135hz_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0080_t00844_flat135hz_crf23.pt,1,pitch_flatten,745,149,300,598,ok
Nw3N73GJ2Zo_clip0013_t00265_flat181hz_crf23,archive/pilot_v1/04_features_pilot\Nw3N73GJ2Zo_clip0013_t00265_flat181hz_crf23.pt,1,pitch_flatten,762,125,249,496,ok
UnodrLYWJYI_clip0093_t00965_flat115hz_crf23,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0093_t00965_flat115hz_crf23.pt,1,pitch_flatten,767,164,335,669,ok
CHkaAtJLN3E_clip0003_t00084_flat158hz_crf35,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0003_t00084_flat158hz_crf35.pt,1,pitch_flatten,773,125,249,496,ok
gHsxuixSqz0_clip0071_t00763_flat230hz_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0071_t00763_flat230hz_crf23.pt,1,pitch_flatten,777,125,249,496,ok
cVabKjWav-Y_clip0011_t00114_flat217hz_crf30,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0011_t00114_flat217hz_crf30.pt,1,pitch_flatten,788,124,252,502,ok
hjEoiiSe0is_clip0050_t00704_flat246hz_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0050_t00704_flat246hz_crf30.pt,1,pitch_flatten,795,125,249,496,ok
Wv2KVSy4j3E_clip0051_t00429_flat127hz_crf30,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0051_t00429_flat127hz_crf30.pt,1,pitch_flatten,798,101,201,400,ok
CHkaAtJLN3E_clip0012_t00142_flat214hz_crf23,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0012_t00142_flat214hz_crf23.pt,1,pitch_flatten,813,53,111,221,ok
I-uqcg6HtaQ_clip0073_t00832_flat150hz_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0073_t00832_flat150hz_crf23.pt,1,pitch_flatten,815,121,252,502,ok
aArTJcMMmTw_clip0021_t00329_flat187hz_crf35,archive/pilot_v1/04_features_pilot\aArTJcMMmTw_clip0021_t00329_flat187hz_crf35.pt,1,pitch_flatten,819,130,258,515,ok
jInLQAiBlVQ_clip0030_t00571_flat257hz_crf40,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0030_t00571_flat257hz_crf40.pt,1,pitch_flatten,820,208,418,835,ok
mHTLamr-Zqk_clip0070_t00723_flat178hz_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0070_t00723_flat178hz_crf30.pt,1,pitch_flatten,821,94,191,381,ok
bhO764uZyDA_clip0012_t00051_flat242hz_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0012_t00051_flat242hz_crf23.pt,1,pitch_flatten,822,91,188,374,ok
bhO764uZyDA_clip0013_t00055_flat211hz_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0013_t00055_flat211hz_crf35.pt,1,pitch_flatten,822,51,108,214,ok
qh78i88JEiU_clip0019_t00202_flat193hz_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0019_t00202_flat193hz_crf40.pt,1,pitch_flatten,824,52,102,201,ok
gHsxuixSqz0_clip0072_t00767_flat233hz_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0072_t00767_flat233hz_crf23.pt,1,pitch_flatten,834,125,249,496,ok
b9_oesdIz-M_clip0077_t00769_flat138hz_crf40,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0077_t00769_flat138hz_crf40.pt,1,pitch_flatten,841,117,233,464,ok
b9_oesdIz-M_clip0081_t00789_flat141hz_crf35,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0081_t00789_flat141hz_crf35.pt,1,pitch_flatten,841,145,294,585,ok
gHsxuixSqz0_clip0053_t00584_flat236hz_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0053_t00584_flat236hz_crf40.pt,1,pitch_flatten,849,92,182,361,ok
y3vBfCdY2tQ_clip0016_t00220_flat262hz_crf35,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0016_t00220_flat262hz_crf35.pt,1,pitch_flatten,874,77,159,317,ok
jInLQAiBlVQ_clip0035_t00655_flat109hz_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0035_t00655_flat109hz_crf30.pt,1,pitch_flatten,882,80,159,317,ok
gHsxuixSqz0_clip0007_t00104_flat237hz_crf35,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0007_t00104_flat237hz_crf35.pt,1,pitch_flatten,902,125,249,496,ok
7637490771456707861_clip0002_t00023_flat228hz_crf35,archive/pilot_v1/04_features_pilot\7637490771456707861_clip0002_t00023_flat228hz_crf35.pt,1,pitch_flatten,913,93,191,381,ok
cVabKjWav-Y_clip0002_t00008_flat226hz_crf35,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0002_t00008_flat226hz_crf35.pt,1,pitch_flatten,916,125,249,496,ok
tFTh1jkOT9Q_clip0009_t00158_flat262hz_crf40,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0009_t00158_flat262hz_crf40.pt,1,pitch_flatten,920,56,111,221,ok
tFTh1jkOT9Q_clip0017_t00308_flat252hz_crf23,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0017_t00308_flat252hz_crf23.pt,1,pitch_flatten,920,89,188,374,ok
mHTLamr-Zqk_clip0025_t00303_flat219hz_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0025_t00303_flat219hz_crf30.pt,1,pitch_flatten,927,125,249,496,ok
3tEN20uif6g_clip0028_t00357_flat226hz_crf35,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0028_t00357_flat226hz_crf35.pt,1,pitch_flatten,929,49,102,201,ok
MpVfVbPdmis_clip0046_t00582_flat117hz_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0046_t00582_flat117hz_crf40.pt,1,pitch_flatten,930,213,425,848,ok
CklYiLA4DZc_clip0027_t00471_flat128hz_crf30,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0027_t00471_flat128hz_crf30.pt,1,pitch_flatten,948,69,143,285,ok
CHkaAtJLN3E_clip0068_t00930_flat246hz_crf35,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0068_t00930_flat246hz_crf35.pt,1,pitch_flatten,950,125,249,496,ok
cVabKjWav-Y_clip0010_t00110_flat227hz_crf23,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0010_t00110_flat227hz_crf23.pt,1,pitch_flatten,960,125,249,496,ok
jInLQAiBlVQ_clip0023_t00490_flat110hz_crf23,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0023_t00490_flat110hz_crf23.pt,1,pitch_flatten,971,64,137,272,ok
qwnzKjjauR8_clip0000_t00007_flat218hz_crf23,archive/pilot_v1/04_features_pilot\qwnzKjjauR8_clip0000_t00007_flat218hz_crf23.pt,1,pitch_flatten,989,88,182,361,ok
7635664048813575431_clip0006_t00031_flat179hz_crf40,archive/pilot_v1/04_features_pilot\7635664048813575431_clip0006_t00031_flat179hz_crf40.pt,1,pitch_flatten,1013,188,374,745,ok
